"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
3,3,6,6,6,67,11,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,0,0,0,74,6,2,"Croatia","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,7,5,5,30,12,3,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,6,4,4,18,11,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
2,2,3,5,5,24,12,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,3,0,10,10,69,14,1,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
4,2,3,3,5,66,11,4,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,8,8,7,34,18,1,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
4,4,2,6,1,42,11,2,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
4,4,0,0,0,54,11,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,5,8,8,55,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,10,5,4,32,12,2,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,6,5,6,42,12,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,5,5,5,66,15,1,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,1,10,10,9,77,2,2,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Sin Educación Formal"
2,2,5,4,2,72,12,2,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,8,8,9,34,11,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,1,5,6,6,18,10,1,"Croatia","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
3,3,7,8,7,39,12,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,9,9,9,47,8,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,2,3,6,6,21,14,2,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,3,0,2,2,28,12,2,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,1,6,5,5,27,19,1,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Universitaria y Posgrado"
3,2,6,5,6,58,14,1,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,5,7,8,36,16,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,2,5,4,5,53,9,4,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,8,7,8,38,17,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,3,0,8,4,32,12,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
1,1,6,6,6,29,17,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
3,3,10,10,10,76,8,2,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,1,5,5,57,11,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
4,4,4,4,4,78,8,1,"Croatia","Male","A big city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,2,1,1,1,63,8,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
4,4,2,1,2,88,11,2,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,1,7,7,7,43,8,2,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
1,1,8,6,7,68,17,1,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,1,10,10,10,66,12,1,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,7,10,10,60,19,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Universitaria y Posgrado"
1,1,0,0,0,58,12,3,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,2,5,6,6,36,12,3,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,3,3,2,63,13,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,6,7,6,90,18,2,"Croatia","Female","A big city","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
3,3,2,5,5,33,20,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Universitaria y Posgrado"
2,2,7,8,10,81,8,1,"Croatia","Female","A big city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
4,4,2,2,3,56,8,4,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,2,8,7,7,70,11,2,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,7,9,7,35,16,1,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,3,0,0,0,63,16,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
3,2,4,3,3,45,11,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,2,6,5,10,75,13,1,"Croatia","Male","A big city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
1,3,9,9,9,63,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,8,8,8,61,12,3,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,7,5,5,46,17,1,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,1,7,5,2,71,8,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,7,8,8,68,12,2,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,1,8,7,5,69,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,1,1,1,63,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,5,0,0,36,11,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,0,5,0,42,12,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,5,2,2,55,12,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,6,4,6,17,10,2,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,2,9,5,6,38,11,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
4,3,3,3,3,55,12,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,2,3,5,4,24,12,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,2,7,7,5,17,10,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,8,10,8,74,16,1,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
4,1,7,4,3,27,11,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,2,4,3,4,43,11,1,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
3,3,7,8,5,68,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,7,7,2,36,11,1,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
4,4,5,5,1,44,11,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
3,3,1,0,1,54,8,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,1,10,10,10,40,16,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
4,4,5,5,5,82,11,4,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,5,5,5,35,17,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,3,5,0,2,27,16,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
3,3,0,0,0,73,11,2,"Croatia","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,2,2,2,80,8,3,"Croatia","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,1,4,6,5,59,12,3,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
3,3,5,1,5,69,12,2,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,7,8,6,49,16,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
4,4,3,7,7,21,11,1,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
4,1,5,5,5,35,15,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,3,3,66,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,3,2,6,7,52,11,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,2,4,4,7,88,8,1,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
1,1,10,10,10,44,19,1,"Croatia","Female","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Universitaria y Posgrado"
2,2,6,2,5,43,20,1,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Universitaria y Posgrado"
1,1,7,7,7,21,14,1,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,3,8,10,8,70,11,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,7,5,54,12,1,"Croatia","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,7,10,10,23,16,1,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,3,8,8,8,76,12,1,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
2,2,6,8,7,48,16,1,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
3,3,5,4,4,60,12,1,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,8,4,4,75,10,2,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,3,2,5,61,8,1,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,3,3,3,37,11,1,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
3,2,6,8,5,62,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,7,8,7,54,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,10,10,5,52,12,2,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,5,10,5,56,16,1,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
3,3,2,0,2,41,17,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,3,8,8,8,22,12,4,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
1,1,4,3,2,16,8,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
2,2,5,5,5,77,11,3,"Croatia","Female","A big city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
4,4,5,4,3,68,0,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Sin Educación Formal"
1,1,6,8,6,74,8,4,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,10,10,10,82,16,1,"Croatia","Male","A big city","Ancianos (75-90)","Europa del Sur","Educación Técnica o Profesional"
1,1,5,7,5,38,23,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Universitaria y Posgrado"
2,3,5,5,5,82,12,1,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
1,2,5,6,5,23,15,1,"Croatia","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,2,7,7,7,42,12,1,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,5,2,4,57,11,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,5,5,5,63,11,1,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,5,5,63,8,3,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,5,5,5,44,16,2,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
1,2,9,10,8,40,12,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,5,5,5,42,11,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,5,6,6,65,16,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,1,8,8,7,66,12,1,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,5,5,7,33,12,2,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,5,1,8,64,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,6,8,26,12,1,"Croatia","Male","A big city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,4,0,5,10,76,12,2,"Croatia","Male","A big city","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
2,2,5,3,4,73,12,4,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,7,5,7,53,12,2,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,5,5,7,53,17,1,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,2,6,7,7,16,8,1,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
4,4,5,8,7,69,16,1,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,1,7,8,7,76,11,2,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,3,4,4,55,18,1,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,6,4,71,8,2,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,2,5,5,5,32,12,1,"Croatia","Male","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,3,8,2,10,21,12,2,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,3,3,2,0,62,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,6,3,3,44,12,1,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
3,4,6,4,4,59,28,2,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Universitaria y Posgrado"
2,2,8,10,10,47,12,1,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,3,5,0,5,49,12,2,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
4,4,0,0,0,51,12,1,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,6,6,6,49,12,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,2,4,2,61,12,1,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,5,5,5,40,11,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,2,5,5,61,8,1,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,5,8,6,57,16,1,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
4,4,2,3,1,59,11,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,7,8,5,63,12,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,3,4,6,76,8,4,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,6,7,3,43,11,2,"Croatia","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,6,5,4,60,8,3,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,2,6,7,5,46,12,2,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,10,5,5,39,12,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,10,0,5,64,12,3,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
4,3,0,0,0,57,12,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
4,4,2,1,0,67,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,5,5,3,19,12,2,"Croatia","Male","Country village","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
3,2,4,2,5,73,12,1,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
1,1,4,4,5,73,12,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,6,7,6,34,12,2,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,3,1,2,1,54,8,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,2,8,5,5,21,12,1,"Croatia","Male","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Secundaria"
2,2,6,6,5,24,15,2,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,2,7,8,7,63,17,1,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
2,2,10,10,10,16,10,1,"Croatia","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,8,10,9,29,27,1,"Croatia","Female","Town or small city","Jóvenes (15-29)","Europa del Sur","Educación Universitaria y Posgrado"
2,2,5,4,3,58,12,2,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
1,1,7,10,10,52,16,1,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,3,8,8,8,53,11,1,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,10,10,10,62,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,2,6,7,7,46,17,1,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,2,2,6,2,82,12,1,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
4,4,0,0,0,88,10,3,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,0,0,2,66,12,3,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,4,3,3,62,12,1,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,2,2,3,5,63,12,2,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,8,6,7,65,12,1,"Croatia","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,5,5,2,71,8,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
4,4,5,3,5,49,16,2,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
2,2,5,2,3,54,12,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,7,5,3,35,17,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,2,3,5,5,69,11,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,2,2,2,63,15,3,"Croatia","Female","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Técnica o Profesional"
4,4,0,0,0,71,11,2,"Croatia","Male","A big city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,5,5,5,75,12,2,"Croatia","Female","Country village","Ancianos (75-90)","Europa del Sur","Educación Secundaria"
1,1,5,5,5,45,11,1,"Croatia","Male","A big city","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,4,2,5,3,63,12,1,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,8,7,7,23,16,1,"Croatia","Female","A big city","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
2,3,6,5,4,61,13,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
4,1,2,3,0,75,11,1,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
1,1,7,7,7,69,19,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Universitaria y Posgrado"
1,1,10,5,10,70,8,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,5,5,7,23,11,2,"Croatia","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
2,3,4,3,5,66,14,3,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,2,5,2,64,10,3,"Croatia","Male","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
2,2,8,7,7,44,18,1,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
2,3,8,9,9,51,11,1,"Croatia","Female","Country village","Adultos (45-59)","Europa del Sur","Educación Primaria"
2,3,7,5,5,79,9,2,"Croatia","Female","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,3,7,9,5,46,15,1,"Croatia","Female","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
3,3,2,3,5,71,10,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,0,1,2,50,11,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
1,1,7,4,8,16,9,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Primaria"
1,1,10,10,6,63,12,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
2,2,8,2,3,39,12,2,"Croatia","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
4,4,5,4,5,40,12,2,"Croatia","Male","A big city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
2,2,7,7,7,80,9,3,"Croatia","Male","Town or small city","Ancianos (75-90)","Europa del Sur","Educación Primaria"
3,4,3,2,2,25,15,1,"Croatia","Female","Country village","Jóvenes (15-29)","Europa del Sur","Educación Técnica o Profesional"
1,1,8,10,8,72,8,2,"Croatia","Female","Town or small city","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
3,3,7,7,7,67,8,2,"Croatia","Female","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Primaria"
1,1,6,10,8,42,12,1,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
1,1,5,8,5,34,12,2,"Croatia","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Secundaria"
4,4,2,0,0,83,7,2,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,7,5,5,76,11,3,"Croatia","Male","Country village","Ancianos (75-90)","Europa del Sur","Educación Primaria"
2,2,3,3,2,48,11,2,"Croatia","Male","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
3,3,6,7,6,51,13,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,6,5,5,40,17,1,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Técnica o Profesional"
3,4,2,2,3,36,11,2,"Croatia","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
2,2,7,4,8,71,14,2,"Croatia","Male","Country village","Adultos Mayores (60-74)","Europa del Sur","Educación Secundaria"
3,3,3,5,4,43,11,1,"Croatia","Female","Country village","Adultos Jóvenes (30-44)","Europa del Sur","Educación Primaria"
4,4,1,0,0,48,9,2,"Croatia","Female","Town or small city","Adultos (45-59)","Europa del Sur","Educación Primaria"
4,4,0,0,0,53,12,2,"Croatia","Male","Country village","Adultos (45-59)","Europa del Sur","Educación Secundaria"
2,2,7,7,7,57,16,1,"Croatia","Female","A big city","Adultos (45-59)","Europa del Sur","Educación Técnica o Profesional"
